Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,721.1300048828125,731.0599975585938,711.8300170898438,725.4600219726562,723.1398315429688,1060200
2022-01-04,726.72998046875,731.8499755859375,702.4500122070312,712.0,709.7228393554688,1456600
2022-01-05,712.7899780273438,714.9000244140625,690.6099853515625,691.8099975585938,689.597412109375,1399400
2022-01-06,693.5,705.6900024414062,686.9600219726562,701.9099731445312,699.6651000976562,1189600
2022-01-07,697.8800048828125,703.219970703125,668.3900146484375,669.2899780273438,667.1494140625,1569800
2022-01-10,658.6199951171875,667.8200073242188,643.2100219726562,664.2899780273438,662.1654052734375,1624600
2022-01-11,652.8200073242188,673.5499877929688,652.010009765625,673.2100219726562,671.0569458007812,918900
2022-01-12,679.0800170898438,689.02001953125,674.3200073242188,686.3200073242188,684.125,928600
2022-01-13,705.0,730.6599731445312,683.3300170898438,686.77001953125,684.5735473632812,2913500
2022-01-14,683.5700073242188,730.75,681.7999877929688,729.8200073242188,727.48583984375,1941600
2022-01-18,716.6599731445312,717.4000244140625,676.4299926757812,679.010009765625,676.83837890625,2006900
2022-01-19,690.8499755859375,698.6799926757812,642.0499877929688,642.72998046875,640.6743774414062,1834000
2022-01-20,654.6900024414062,657.989990234375,617.52001953125,619.6699829101562,617.6881103515625,1944400
2022-01-21,616.2000122070312,636.72998046875,604.4500122070312,605.7899780273438,603.8524780273438,2222200
2022-01-24,585.0,623.239990234375,575.510009765625,621.8200073242188,619.8312377929688,2489000
2022-01-25,600.1400146484375,604.4400024414062,581.0,588.22998046875,586.3486938476562,1884600
2022-01-26,603.52001953125,614.219970703125,580.3800048828125,596.6699829101562,594.7616577148438,2363700
2022-01-27,594.9000244140625,600.5,550.72998046875,555.2999877929688,553.5239868164062,3094300
2022-01-28,553.6199951171875,561.1599731445312,530.0,561.1400146484375,559.3453369140625,2002400
2022-01-31,563.5599975585938,589.969970703125,556.8300170898438,589.9199829101562,588.0332641601562,1900000
2022-02-01,590.0,593.8499755859375,572.0,589.469970703125,587.584716796875,1135500
2022-02-02,597.969970703125,613.2999877929688,590.0700073242188,611.77001953125,609.8134155273438,1662200
2022-02-03,596.97998046875,605.5599975585938,585.77001953125,588.760009765625,586.8770141601562,2007600
2022-02-04,586.5,589.5499877929688,573.6400146484375,579.0700073242188,577.218017578125,1446200
2022-02-07,581.0700073242188,589.6099853515625,568.97998046875,571.3699951171875,569.5426025390625,1085900
2022-02-08,566.530029296875,577.5700073242188,560.5999755859375,576.2899780273438,574.4468383789062,1295800
2022-02-09,589.0700073242188,610.5,583.030029296875,607.4400024414062,605.4972534179688,1207200
2022-02-10,588.739990234375,615.989990234375,587.989990234375,594.8699951171875,592.9674682617188,1514800
2022-02-11,595.010009765625,599.9400024414062,555.3800048828125,559.989990234375,558.198974609375,1578500
2022-02-14,560.6699829101562,569.0399780273438,547.6599731445312,558.25,556.4645385742188,1345900
2022-02-15,569.4099731445312,596.77001953125,569.4099731445312,593.8200073242188,591.9208374023438,1434400
2022-02-16,584.47998046875,595.4000244140625,577.27001953125,591.469970703125,589.5783081054688,804800
2022-02-17,587.1799926757812,595.219970703125,579.219970703125,580.6099853515625,578.7530517578125,1290900
2022-02-18,580.8099975585938,582.239990234375,563.2899780273438,569.989990234375,568.1669921875,1248100
2022-02-22,561.0,577.3499755859375,550.9199829101562,559.719970703125,557.9298095703125,1219400
2022-02-23,566.72998046875,571.0499877929688,541.239990234375,542.3900146484375,540.6553344726562,1243500
2022-02-24,525.0999755859375,564.0900268554688,519.5499877929688,562.8800048828125,561.0797729492188,1562800
2022-02-25,564.2100219726562,573.8800048828125,556.1099853515625,573.2000122070312,571.3667602539062,1084700
2022-02-28,566.4099731445312,571.1400146484375,550.2100219726562,561.3499755859375,559.5546264648438,1406500
2022-03-01,558.0599975585938,562.4000244140625,535.1599731445312,540.5700073242188,538.8411254882812,1608900
2022-03-02,547.27001953125,558.22998046875,540.9099731445312,554.02001953125,552.2481079101562,1245100
2022-03-03,560.5,560.5,538.7000122070312,543.510009765625,541.771728515625,1033900
2022-03-04,538.739990234375,542.02001953125,519.6099853515625,525.780029296875,524.0984497070312,1438600
2022-03-07,527.5999755859375,533.530029296875,488.7099914550781,489.1499938964844,487.5855712890625,2139600
